Student ID,student_name,gender,grade,school_name,reading_score,math_score
12880,Michael Martin,M,11th,Griffin High School,99,81
12881,Larry Diaz,M,12th,Griffin High School,86,87
12882,John Rush,M,10th,Griffin High School,82,91
12883,James Morrison,M,10th,Griffin High School,70,95
12884,Anna Welch,F,12th,Griffin High School,69,77
12885,Derrick Robinson,M,12th,Griffin High School,88,97
12886,Susan Brown,F,10th,Griffin High School,74,87
12887,James Jacobs,M,9th,Griffin High School,83,74
12888,Christine Callahan,F,11th,Griffin High School,97,99
12889,Aaron Griffin,M,11th,Griffin High School,88,72
12890,Tammy Pearson,F,11th,Griffin High School,72,87
12891,Lisa Martinez,F,12th,Griffin High School,97,96
12892,Andrew Petty,M,10th,Griffin High School,96,90
12893,Catherine Brown,F,12th,Griffin High School,76,84
12894,Haley Strickland,F,10th,Griffin High School,70,75
12895,Ashley Massey,F,10th,Griffin High School,76,90
12896,Jared Hanson,M,9th,Griffin High School,83,89
12897,Patricia Hall,F,12th,Griffin High School,74,95
12898,Denise Snyder,F,10th,Griffin High School,74,77
12899,John Miller,M,10th,Griffin High School,87,74
12900,Sarah Simmons,F,9th,Griffin High School,69,71
12901,Joseph Cruz,M,10th,Griffin High School,74,69
12902,Elizabeth Lewis,F,10th,Griffin High School,99,89
12903,Charles Jenkins,M,9th,Griffin High School,71,69
12904,Thomas Smith,M,12th,Griffin High School,85,76
12905,Aaron Wilkinson,M,11th,Griffin High School,95,86
12906,Robert Sanchez,M,10th,Griffin High School,91,95
12907,Samuel Taylor,M,11th,Griffin High School,94,88
12908,Heather Cooper,F,12th,Griffin High School,95,72
12909,James Smith,M,10th,Griffin High School,84,95
12910,Michelle Banks,F,9th,Griffin High School,98,76
12911,Stephen Li,M,9th,Griffin High School,72,99
12912,Kelsey Walker,F,9th,Griffin High School,69,92
12913,Albert Jones,M,10th,Griffin High School,74,79
12914,Kyle Mejia,M,9th,Griffin High School,87,70
12915,James West,M,10th,Griffin High School,71,78
12916,Laura Miller,F,11th,Griffin High School,82,87
12917,Amanda Freeman MD,F,12th,Griffin High School,76,81
12918,Christopher Patterson,M,9th,Griffin High School,74,87
12919,Geoffrey Stewart,M,9th,Griffin High School,99,86
12920,Brett Powell,M,10th,Griffin High School,74,81
12921,Joel Williams,M,11th,Griffin High School,81,74
12922,Colleen Mason,F,11th,Griffin High School,93,93
12923,Cassandra Wolf,F,12th,Griffin High School,84,85
12924,Jeff Hall,M,12th,Griffin High School,78,86
12925,Matthew Guerra,M,12th,Griffin High School,80,80
12926,William Reyes,M,12th,Griffin High School,79,77
12927,Sean Jones,M,12th,Griffin High School,97,83
12928,Matthew Steele,M,12th,Griffin High School,79,89
12929,Rhonda Olsen,F,10th,Griffin High School,80,75
12930,Christina Thomas,F,12th,Griffin High School,98,86
12931,Dr. Michelle Carlson,F,10th,Griffin High School,74,97
12932,Calvin Gibson,M,10th,Griffin High School,84,78
12933,Tom Patterson,M,12th,Griffin High School,74,92
12934,Melissa Bennett,F,9th,Griffin High School,89,82
12935,Jordan Hernandez,M,9th,Griffin High School,85,73
12936,Kimberly Gonzales,F,9th,Griffin High School,87,75
12937,Mitchell Alexander,M,10th,Griffin High School,75,70
12938,Matthew Cooley,M,10th,Griffin High School,78,95
12939,Gerald Horton,M,9th,Griffin High School,91,92
12940,Dawn Day,F,10th,Griffin High School,70,95
12941,Donald Walters,M,10th,Griffin High School,88,99
12942,Joshua Medina,M,9th,Griffin High School,76,77
12943,Evan Mitchell,M,12th,Griffin High School,91,90
12944,Richard Morgan,M,11th,Griffin High School,80,77
12945,Daniel Miller,M,11th,Griffin High School,94,68
12946,Dr. Stephen Vargas,M,11th,Griffin High School,72,68
12947,Richard Davis,M,11th,Griffin High School,89,80
12948,Nancy Rivera,F,9th,Griffin High School,71,81
12949,Kimberly Bell,F,12th,Griffin High School,74,98
12950,Joseph Nicholson,M,12th,Griffin High School,78,73
12951,Erik Robertson,M,12th,Griffin High School,97,82
12952,Michael Watts,M,10th,Griffin High School,97,99
12953,Ashley Shah,F,10th,Griffin High School,69,79
12954,Christy Maldonado,F,10th,Griffin High School,76,70
12955,Priscilla Fleming,F,9th,Griffin High School,86,78
12956,Christopher Butler,M,9th,Griffin High School,75,82
12957,Toni Scott,F,11th,Griffin High School,94,79
12958,Douglas Soto,M,11th,Griffin High School,72,92
12959,Ashley Harrington,F,10th,Griffin High School,92,94
12960,Pam Clay,F,11th,Griffin High School,75,69
12961,Daniel Floyd,M,9th,Griffin High School,99,82
12962,Brandy Davis,F,9th,Griffin High School,97,92
12963,Douglas Church,M,9th,Griffin High School,85,81
12964,Colleen Frederick DVM,F,9th,Griffin High School,88,92
12965,Thomas Davis,M,10th,Griffin High School,81,87
12966,Charles Sullivan,M,9th,Griffin High School,77,86
12967,Brett Mccoy,M,11th,Griffin High School,78,70
12968,Maria Reynolds,F,10th,Griffin High School,87,90
12969,Wendy Johnson,F,9th,Griffin High School,79,96
12970,Deborah Walker,F,9th,Griffin High School,91,95
12971,Allen Harris,M,9th,Griffin High School,73,88
12972,Andrew Torres,M,12th,Griffin High School,75,95
12973,Andrew Jenkins,M,10th,Griffin High School,89,84
12974,Brenda Arnold,F,9th,Griffin High School,85,94
12975,Melissa Patton,F,10th,Griffin High School,97,88
12976,Amy Gay,F,12th,Griffin High School,82,89
12977,Jonathan Cochran,M,10th,Griffin High School,94,86
12978,Caroline Elliott,F,9th,Griffin High School,69,80
12979,Shawn Butler,M,10th,Griffin High School,69,84
12980,Robert Brooks,M,10th,Griffin High School,96,96
12981,Kristina Pitts,F,9th,Griffin High School,79,83
12982,Walter Flynn,M,10th,Griffin High School,80,86
12983,Todd Camacho,M,9th,Griffin High School,71,81
12984,Chad Poole,M,12th,Griffin High School,95,96
12985,Anthony Robinson,M,9th,Griffin High School,74,78
12986,Roberta Curtis,F,10th,Griffin High School,80,95
12987,Gabrielle Marshall,F,9th,Griffin High School,92,91
12988,Jerome Burnett,M,11th,Griffin High School,91,97
12989,Candace Smith,F,9th,Griffin High School,85,78
12990,Dr. Harry Chang,M,11th,Griffin High School,80,78
12991,Jacob Lindsey,M,11th,Griffin High School,80,80
12992,Tara Beltran,F,11th,Griffin High School,95,92
12993,Judy Warren,F,9th,Griffin High School,91,68
12994,Elizabeth Avila,F,12th,Griffin High School,75,71
12995,Angela Smith,F,10th,Griffin High School,93,75
12996,Timothy Knight,M,10th,Griffin High School,99,91
12997,Taylor Grant MD,F,9th,Griffin High School,87,72
12998,Amber Phillips,F,10th,Griffin High School,77,86
12999,Courtney Morgan,F,10th,Griffin High School,87,99
13000,Nathan Cochran,M,9th,Griffin High School,94,77
13001,Patrick Silva,M,12th,Griffin High School,99,92
13002,Christopher Spencer,M,10th,Griffin High School,98,77
13003,Carla Hill,F,11th,Griffin High School,86,73
13004,James Hoffman,M,10th,Griffin High School,83,79
13005,Christian Stevenson,M,9th,Griffin High School,73,71
13006,Natalie Harrison,F,9th,Griffin High School,83,78
13007,Tiffany Perez,F,9th,Griffin High School,69,69
13008,Jason Romero,M,11th,Griffin High School,95,75
13009,Michael Mack,M,10th,Griffin High School,81,84
13010,Brittany Thomas,F,10th,Griffin High School,82,69
13011,Jeffrey Mann,M,9th,Griffin High School,81,69
13012,Jasmine Rivera,F,9th,Griffin High School,79,80
13013,Ashley Trujillo,F,11th,Griffin High School,69,80
13014,Kristina Rangel,F,9th,Griffin High School,87,87
13015,Kenneth Tucker,M,10th,Griffin High School,78,98
13016,Lauren Johnson,F,9th,Griffin High School,82,96
13017,Colleen Wolf,F,10th,Griffin High School,92,83
13018,Matthew Brown,M,10th,Griffin High School,86,84
13019,Mrs. Renee Thomas DDS,F,10th,Griffin High School,92,69
13020,Donald Arnold,M,9th,Griffin High School,72,72
13021,Douglas Sanders,M,10th,Griffin High School,73,82
13022,Joshua Rhodes,M,9th,Griffin High School,82,98
13023,Carly Vega,F,11th,Griffin High School,77,88
13024,Margaret Flores,F,10th,Griffin High School,96,83
13025,Jasmine Robinson,F,9th,Griffin High School,87,76
13026,Cody Patrick,M,9th,Griffin High School,74,89
13027,Matthew Boyd,M,10th,Griffin High School,97,84
13028,Gary Reese,M,9th,Griffin High School,86,73
13029,Dr. Shannon Johnson MD,F,10th,Griffin High School,75,89
13030,Christopher Johnson,M,9th,Griffin High School,85,72
13031,Jared Smith,M,10th,Griffin High School,94,96
13032,Zoe Burgess,F,12th,Griffin High School,75,98
13033,Ronald Cross,M,11th,Griffin High School,76,75
13034,Adrienne Blair,F,9th,Griffin High School,97,69
13035,Heather Bailey,F,10th,Griffin High School,77,96
13036,Lisa Thomas,F,12th,Griffin High School,90,82
13037,Craig Frederick,M,10th,Griffin High School,92,85
13038,Mrs. Christina Horne,F,11th,Griffin High School,80,99
13039,Tammy Daugherty,F,12th,Griffin High School,69,76
13040,Joseph Miller,M,10th,Griffin High School,88,72
13041,Jeanette Ponce,F,12th,Griffin High School,71,77
13042,Benjamin Myers,M,10th,Griffin High School,80,91
13043,Christina Smith,F,9th,Griffin High School,93,69
13044,Tammy Perez,F,10th,Griffin High School,76,98
13045,Catherine Taylor,F,9th,Griffin High School,91,85
13046,Daniel Fisher,M,11th,Griffin High School,91,90
13047,Chris Duncan,M,10th,Griffin High School,75,79
13048,Jason Avery,M,11th,Griffin High School,87,70
13049,Lori Garrett,F,9th,Griffin High School,84,89
13050,John Smith,M,9th,Griffin High School,87,96
13051,Veronica Buchanan,F,9th,Griffin High School,95,89
13052,Joshua Perez,M,12th,Griffin High School,83,82
13053,Gloria Sanders,F,12th,Griffin High School,82,95
13054,Kaitlyn Bennett,F,11th,Griffin High School,99,81
13055,Kathy Brown,F,9th,Griffin High School,89,68
13056,Tony Richards,M,9th,Griffin High School,71,75
13057,Mrs. Deborah Walters PhD,F,12th,Griffin High School,95,76
13058,Cynthia Taylor,F,9th,Griffin High School,81,83
13059,Brenda Barker,F,10th,Griffin High School,75,85
13060,Rebecca Foley,F,10th,Griffin High School,71,78
13061,Joseph Hernandez,M,11th,Griffin High School,98,71
13062,Melissa Lutz,F,11th,Griffin High School,91,90
13063,Shari Stone,F,12th,Griffin High School,78,86
13064,Joshua Burch,M,9th,Griffin High School,91,84
13065,Joseph Gardner,M,11th,Griffin High School,86,93
13066,Thomas Vaughn,M,10th,Griffin High School,91,74
13067,Tracy Gonzalez,F,12th,Griffin High School,72,78
13068,Timothy Brown,M,12th,Griffin High School,92,92
13069,Victor Thompson,M,12th,Griffin High School,84,98
13070,Anthony Weaver,M,12th,Griffin High School,70,82
13071,Rebecca Garcia,F,11th,Griffin High School,93,87
13072,Adriana David,F,10th,Griffin High School,87,69
13073,Meredith Garcia,F,10th,Griffin High School,87,81
13074,Billy Wiley,M,12th,Griffin High School,86,89
13075,Monique Mullins,F,11th,Griffin High School,95,88
13076,Caroline Murillo,F,12th,Griffin High School,87,97
13077,Tyler Duncan,M,9th,Griffin High School,90,84
13078,Sheila Anderson,F,11th,Griffin High School,92,80
13079,Jason Bryant,M,11th,Griffin High School,78,70
13080,Jeffery Hall,M,10th,Griffin High School,88,73
13081,Brooke Roberson,F,10th,Griffin High School,79,92
13082,Jessica Hines,F,12th,Griffin High School,86,88
13083,Natasha Ferguson,F,9th,Griffin High School,76,75
13084,Donna Lee,F,11th,Griffin High School,70,83
13085,Megan Ray,F,10th,Griffin High School,75,82
13086,Christopher Parker,M,11th,Griffin High School,94,83
13087,Melvin Nunez,M,10th,Griffin High School,79,99
13088,Cynthia Dyer,F,10th,Griffin High School,76,71
13089,Jonathan Mueller,M,11th,Griffin High School,71,98
13090,Lindsey Cabrera,F,11th,Griffin High School,81,83
13091,Jose Martinez,M,11th,Griffin High School,78,80
13092,Alyssa Bennett,F,11th,Griffin High School,85,86
13093,Timothy Parker,M,9th,Griffin High School,80,74
13094,Zachary Johnson,M,10th,Griffin High School,71,97
13095,James Conner,M,10th,Griffin High School,94,94
13096,Stephen Bass,M,10th,Griffin High School,79,75
13097,Kevin Hoover,M,9th,Griffin High School,83,83
13098,Michael Cole,M,12th,Griffin High School,89,79
13099,Manuel Dunn,M,11th,Griffin High School,89,73
13100,Trevor Smith,M,9th,Griffin High School,82,72
13101,Brittany Perez,F,10th,Griffin High School,79,83
13102,Valerie Torres,F,11th,Griffin High School,94,75
13103,Samantha Huynh,F,12th,Griffin High School,88,90
13104,Aimee Mcguire,F,12th,Griffin High School,77,81
13105,Andrea Collins,F,12th,Griffin High School,75,84
13106,Wendy Brown,F,12th,Griffin High School,80,68
13107,Michelle Johnson,F,9th,Griffin High School,69,88
13108,Keith Ford,M,12th,Griffin High School,96,98
13109,Jessica Jennings,F,11th,Griffin High School,84,80
13110,Christina Carey,F,10th,Griffin High School,85,70
13111,Tina Martinez,F,9th,Griffin High School,76,72
13112,Amanda Smith,F,11th,Griffin High School,81,85
13113,Kenneth Richardson,M,11th,Griffin High School,90,95
13114,Jamie Duke,F,12th,Griffin High School,80,69
13115,Mary Webster,F,12th,Griffin High School,82,82
13116,Stephen Robbins,M,9th,Griffin High School,87,85
13117,Marie Stevenson,F,12th,Griffin High School,72,68
13118,Victoria Fry,F,10th,Griffin High School,83,81
13119,Michael Jackson,M,9th,Griffin High School,94,94
13120,Charles Vargas,M,9th,Griffin High School,96,81
13121,Gilbert Gregory,M,11th,Griffin High School,76,84
13122,Laura Ray,F,9th,Griffin High School,79,88
13123,Jesse Henry,M,12th,Griffin High School,73,75
13124,Angela Johnson,F,9th,Griffin High School,73,71
13125,Mr. Jesse Gonzalez,M,11th,Griffin High School,88,68
13126,Aaron Gilbert,M,9th,Griffin High School,96,89
13127,Luis Jacobs,M,11th,Griffin High School,89,91
13128,Daniel Smith,M,10th,Griffin High School,89,93
13129,Crystal Sloan,F,12th,Griffin High School,86,80
13130,Ricky Warner,M,11th,Griffin High School,88,80
13131,Larry Martinez DDS,M,9th,Griffin High School,73,77
13132,Jason Lopez,M,11th,Griffin High School,70,95
13133,Shelby York,F,10th,Griffin High School,84,69
13134,Tanner Terrell,M,9th,Griffin High School,81,86
13135,Donald Joseph,M,10th,Griffin High School,73,96
13136,Stephanie Green,F,10th,Griffin High School,74,77
13137,Robert Smith,M,10th,Griffin High School,97,85
13138,Jennifer Dunn,F,11th,Griffin High School,89,90
13139,Craig Gonzalez,M,12th,Griffin High School,84,81
13140,Rodney Sweeney,M,10th,Griffin High School,73,80
13141,Timothy Baker,M,9th,Griffin High School,92,93
13142,Tammy Miranda,F,10th,Griffin High School,88,73
13143,Brian Holmes,M,9th,Griffin High School,95,80
13144,Jessica Ross,F,9th,Griffin High School,90,75
13145,James Coleman,M,10th,Griffin High School,91,75
13146,Jill Collins,F,12th,Griffin High School,73,99
13147,William Chandler,M,12th,Griffin High School,79,79
13148,Ana Morgan,F,12th,Griffin High School,96,88
13149,Mrs. Anita Lee,F,11th,Griffin High School,77,75
13150,Sean Hernandez,M,9th,Griffin High School,89,69
13151,Angela Richardson,F,10th,Griffin High School,85,99
13152,Brian Williamson,M,12th,Griffin High School,94,96
13153,Daniel Dunlap,M,12th,Griffin High School,85,86
13154,Amber Jones,F,12th,Griffin High School,88,81
13155,Kim Love,F,10th,Griffin High School,96,69
13156,Daniel Padilla,M,11th,Griffin High School,84,84
13157,Jonathon Blair,M,9th,Griffin High School,80,68
13158,Alexis Johnson,F,12th,Griffin High School,85,98
13159,Steven Lee,M,12th,Griffin High School,89,99
13160,Brian Martinez,M,10th,Griffin High School,78,82
13161,John Thomas,M,11th,Griffin High School,83,80
13162,Monique Gutierrez,F,9th,Griffin High School,91,70
13163,Peter Coleman,M,10th,Griffin High School,84,71
13164,Aaron Gonzales,M,9th,Griffin High School,79,71
13165,Alexander Walker,M,9th,Griffin High School,86,78
13166,Robert Myers,M,9th,Griffin High School,86,72
13167,Andrew Sanchez,M,9th,Griffin High School,97,93
13168,Claire Mendoza,F,9th,Griffin High School,69,91
13169,Fernando Conway,M,10th,Griffin High School,85,85
13170,Patrick Hawkins,M,9th,Griffin High School,79,95
13171,Laura Jacobson,F,11th,Griffin High School,84,89
13172,Elizabeth Wilson,F,10th,Griffin High School,76,68
13173,Alexander Fischer,M,10th,Griffin High School,72,91
13174,Nicholas Jordan,M,10th,Griffin High School,69,70
13175,Matthew Cooper,M,10th,Griffin High School,89,96
13176,Frank Humphrey,M,11th,Griffin High School,73,85
13177,Michael Moore,M,10th,Griffin High School,70,99
13178,Allison Murphy,F,12th,Griffin High School,95,89
13179,David Carroll,M,10th,Griffin High School,79,85
36112,Mrs. Chelsea Roberts MD,F,9th,Ford High School,70,56
36113,Anthony Payne,M,10th,Ford High School,82,68
36114,Heidi Thompson,F,12th,Ford High School,72,58
36115,Colleen Edwards,F,9th,Ford High School,81,65
36116,Andrew Hill,M,9th,Ford High School,90,81
36117,Summer Holt,F,9th,Ford High School,80,98
36118,Carlos Gonzalez,M,12th,Ford High School,90,97
36119,Kelly Bowman,F,11th,Ford High School,67,58
36120,Arthur Brown,M,12th,Ford High School,65,90
36121,Jasmine Lee,F,12th,Ford High School,87,99
36122,Kimberly Gonzalez,F,11th,Ford High School,70,66
36123,Joseph Floyd,M,12th,Ford High School,74,88
36124,Brianna Diaz,F,12th,Ford High School,94,90
36125,Chelsea Turner,F,11th,Ford High School,81,65
36126,Aaron Anderson,M,9th,Ford High School,69,84
36127,Andrew Harris,M,11th,Ford High School,84,78
36128,Kathy Allen,F,9th,Ford High School,97,58
36129,Gloria Hoover,F,9th,Ford High School,82,56
36130,Donald Stone,M,11th,Ford High School,76,76
36131,Julie Sharp,F,12th,Ford High School,87,77
36132,Ms. Debra Brown,F,10th,Ford High School,65,79
36133,Micheal Montgomery,M,12th,Ford High School,78,92
36134,Heidi Day,F,9th,Ford High School,70,88
36135,Edward Coleman,M,11th,Ford High School,86,79
36136,Jessica Brown,F,12th,Ford High School,92,71
36137,Jacqueline Soto,F,12th,Ford High School,88,94
36138,Juan Rodriguez,M,11th,Ford High School,81,79
36139,Christopher Roberts,M,11th,Ford High School,83,90
36140,James Lawson,M,11th,Ford High School,88,87
36141,Timothy Harris,M,12th,Ford High School,77,58
36142,Ashley Mclaughlin,F,10th,Ford High School,85,93
36143,Jason Wilcox,M,12th,Ford High School,99,78
36144,Michael Brown,M,12th,Ford High School,64,59
36145,Paula Kelly,F,9th,Ford High School,74,79
36146,Casey Riley,M,9th,Ford High School,89,67
36147,Richard Payne,M,9th,Ford High School,73,69
36148,Maria Bird,F,11th,Ford High School,77,65
36149,Lori Jacobson,F,11th,Ford High School,98,72
36150,Ronald Hughes,M,9th,Ford High School,80,70
36151,Deborah Weaver,F,9th,Ford High School,72,88
36152,Lisa Morales,F,10th,Ford High School,73,85
36153,Mark Gardner,M,12th,Ford High School,65,79
36154,Jennifer Marshall,F,9th,Ford High School,83,76
36155,Stephen Chandler,M,10th,Ford High School,88,75
36156,Richard Jones,M,9th,Ford High School,76,98
36157,Alyssa Harmon,F,9th,Ford High School,87,88
36158,Maria Jenkins,F,11th,Ford High School,96,91
36159,Janice Foster,F,10th,Ford High School,73,96
36160,Larry Johnson,M,9th,Ford High School,91,87
36161,Margaret Morris,F,10th,Ford High School,86,66
36162,Erika Dunn,F,10th,Ford High School,81,92
36163,William Griffith,M,9th,Ford High School,93,77
36164,Jonathan Barnes,M,9th,Ford High School,67,92
36165,Vicki Santos PhD,F,10th,Ford High School,99,73
36166,John Scott,M,10th,Ford High School,97,81
36167,Justin Pham,M,12th,Ford High School,76,57
36168,Jennifer Shaw,F,11th,Ford High School,98,58
36169,Christopher Scott,M,9th,Ford High School,72,61
36170,Debra Douglas,F,12th,Ford High School,64,65
36171,Douglas Adams,M,9th,Ford High School,84,60
36172,Gavin Foley,M,9th,Ford High School,69,85
36173,Calvin Marshall,M,10th,Ford High School,79,73
36174,Ashley Yu,F,11th,Ford High School,64,95
36175,Charles Moore,M,10th,Ford High School,83,72
36176,Jimmy Zuniga,M,11th,Ford High School,75,87
36177,Jessica Parker,F,10th,Ford High School,98,74
36178,Latoya Allen,F,11th,Ford High School,70,62
36179,Tony Robertson II,M,9th,Ford High School,66,93
36180,Shannon Edwards,F,9th,Ford High School,70,88
36181,Leslie Bray,F,10th,Ford High School,79,58
36182,Jeffrey Nichols,M,12th,Ford High School,65,72
36183,Autumn Conner,F,12th,Ford High School,67,58
36184,Justin Tran,M,10th,Ford High School,92,58
36185,Arthur Davis,M,9th,Ford High School,86,84
36186,Joshua Espinoza,M,12th,Ford High School,87,62
36187,Erica Hamilton,F,10th,Ford High School,69,85
36188,Roy Patrick,M,10th,Ford High School,67,63
36189,Brooke Bell,F,12th,Ford High School,96,84
36190,Diamond Mcmahon,F,11th,Ford High School,95,58
36191,Laura Casey,F,9th,Ford High School,91,67
36192,Michele Jones,F,10th,Ford High School,89,62
36193,William Singleton,M,10th,Ford High School,81,83
36194,Aaron Acosta,M,12th,Ford High School,99,95
36195,Timothy Robinson,M,10th,Ford High School,65,69
36196,Eric Jones,M,9th,Ford High School,91,69
36197,Mark Hayes,M,10th,Ford High School,99,73
36198,Keith Bishop,M,11th,Ford High School,86,70
36199,Jesse Carrillo,M,11th,Ford High School,71,64
36200,Anthony Abbott,M,10th,Ford High School,63,83
36201,Rachel Brown,F,10th,Ford High School,67,73
36202,Gregory Harris,M,9th,Ford High School,66,81
36203,Lisa Whitehead,F,10th,Ford High School,78,94
36204,Kevin Rodriguez,M,10th,Ford High School,87,71
36205,Lisa Fisher,F,11th,Ford High School,91,70
36206,Theresa Campbell,F,11th,Ford High School,93,94
36207,Robert Sanchez,M,12th,Ford High School,87,68
36208,Linda Davis,F,9th,Ford High School,66,72
36209,Kevin Carey,M,9th,Ford High School,69,78
36210,Stacey Castro,F,9th,Ford High School,99,72
36211,Jennifer Harrington,F,11th,Ford High School,97,77
36212,Martin Crosby,M,10th,Ford High School,99,73
36213,Robert Park,M,10th,Ford High School,99,87
36214,Anthony Kelley,M,12th,Ford High School,72,56
36215,Douglas Davis,M,9th,Ford High School,79,89
36216,Christine Woods,F,9th,Ford High School,80,93
36217,Ryan Washington,M,11th,Ford High School,68,70
36218,Bryan Brown,M,9th,Ford High School,70,94
36219,Sarah Coleman,F,9th,Ford High School,72,95
36220,Sarah Ruiz,F,12th,Ford High School,99,77
36221,Daniel Johnson,M,10th,Ford High School,96,96
36222,Jennifer Hill,F,10th,Ford High School,97,71
36223,Edwin Wallace,M,9th,Ford High School,83,56
36224,Sara Cunningham,F,11th,Ford High School,63,70
36225,Diane Meyer,F,11th,Ford High School,79,68
36226,Terri Wells,F,10th,Ford High School,82,59
36227,Jesse Stone,M,12th,Ford High School,66,68
36228,Jeffrey Matthews,M,11th,Ford High School,75,64
36229,Jasmine Carey,F,11th,Ford High School,82,97
36230,Joanna Ferrell,F,11th,Ford High School,64,77
36231,Isaac Johnson,M,10th,Ford High School,66,74
36232,Zachary Smith,M,12th,Ford High School,79,59
36233,Donald Lam,M,9th,Ford High School,70,79
36234,Christine Trevino,F,11th,Ford High School,93,85
36235,David Stephens,M,9th,Ford High School,65,96
36236,Kim Martinez,F,10th,Ford High School,65,67
36237,Bianca Martin,F,9th,Ford High School,88,85
36238,Melanie Mann,F,9th,Ford High School,79,55
36239,Andrew Crawford,M,11th,Ford High School,90,59
36240,Michelle Mcdaniel,F,9th,Ford High School,95,84
36241,Ronald Cooley,M,9th,Ford High School,96,68
36242,Kimberly Hughes,F,9th,Ford High School,63,65
36243,Erika Smith,F,11th,Ford High School,70,94
36244,Stacey Bowen,F,9th,Ford High School,96,99
36245,Lindsey Maldonado,F,10th,Ford High School,68,71
36246,Kathleen Golden DDS,F,11th,Ford High School,86,74
36247,Amanda Williams,F,11th,Ford High School,89,89
36248,Stephen Rodriguez,M,12th,Ford High School,72,97
36249,Wesley Wilson,M,10th,Ford High School,95,81
36250,Christine Rodriguez,F,10th,Ford High School,77,67
36251,Thomas Miles,M,9th,Ford High School,73,83
36252,Brian Owens,M,10th,Ford High School,68,95
36253,Bridget Wilson,F,11th,Ford High School,69,63
36254,Dr. Elizabeth Tran,F,9th,Ford High School,68,97
36255,Christopher Harrison,M,12th,Ford High School,76,69
36256,Jasmine Pham,F,10th,Ford High School,94,93
36257,Ralph Elliott,M,11th,Ford High School,65,74
36258,Hannah Brown,F,12th,Ford High School,74,85
36259,Vanessa Henderson,F,10th,Ford High School,92,72
36260,Christopher George,M,12th,Ford High School,69,89
36261,Summer Duran,F,10th,Ford High School,90,88
36262,Sherry Martinez,F,11th,Ford High School,84,71
36263,Tiffany Mcdonald,F,10th,Ford High School,73,64
36264,Jennifer Miller,F,11th,Ford High School,96,99
36265,Colleen Williams,F,12th,Ford High School,83,72
36266,John Peck,M,9th,Ford High School,87,90
36267,Mark Mckinney,M,12th,Ford High School,78,97
36268,Devin Price,M,12th,Ford High School,64,82
36269,Miss Rachel West,F,10th,Ford High School,74,75
36270,Stephanie Shields,F,9th,Ford High School,97,88
36271,Carla Morales,F,11th,Ford High School,65,80
36272,Brent Davidson,M,12th,Ford High School,94,81
36273,Juan Lewis,M,9th,Ford High School,83,78
36274,Katelyn Ramos,F,9th,Ford High School,85,76
36275,Helen Chavez,F,11th,Ford High School,93,82
36276,Linda Bolton,F,10th,Ford High School,63,88
36277,Thomas Wright,M,10th,Ford High School,92,70
36278,Courtney Hubbard,F,12th,Ford High School,66,70
36279,Karen Davis,F,10th,Ford High School,78,84
36280,Amber Dudley,F,11th,Ford High School,71,79
36281,Brandy Mills,F,11th,Ford High School,96,62
36282,David Chan,M,11th,Ford High School,79,61
36283,Brandon Richards,M,11th,Ford High School,76,72
36284,Paula Vargas,F,11th,Ford High School,96,76
36285,Robin Sanchez,F,11th,Ford High School,71,87
36286,Olivia Leon,F,9th,Ford High School,79,56
36287,Donna Goodman,F,11th,Ford High School,69,86
36288,Melissa Schmidt,F,10th,Ford High School,91,85
36289,Sheryl Miranda,F,10th,Ford High School,73,83
36290,Tammy Ward,F,9th,Ford High School,88,99
36291,James Edwards,M,10th,Ford High School,64,80
36292,Jennifer Gomez,F,11th,Ford High School,80,92
36293,Sarah Gutierrez,F,9th,Ford High School,89,92
36294,Audrey Gardner,F,10th,Ford High School,66,68
36295,Deborah Williams,F,12th,Ford High School,78,55
36296,Jessica Griffith,F,11th,Ford High School,81,79
36297,James Wilson,M,12th,Ford High School,77,60
36298,Angela Davis,F,10th,Ford High School,97,89
36299,Jessica Lewis,F,9th,Ford High School,87,91
36300,Daniel Torres,M,9th,Ford High School,87,73
36301,Michaela Vazquez,F,9th,Ford High School,95,77
36302,Marc Smith,M,9th,Ford High School,85,64
36303,Marilyn Hunt,F,12th,Ford High School,96,75
36304,Cody Rivera,M,9th,Ford High School,64,59
36305,Jessica Knox,F,9th,Ford High School,85,75
36306,Andrew Lambert,M,9th,Ford High School,81,75
36307,Jessica Hoover DVM,F,11th,Ford High School,68,95
36308,Anthony Smith,M,12th,Ford High School,76,89
36309,Matthew Allison,M,11th,Ford High School,65,79
36310,Jennifer Singh,F,11th,Ford High School,78,62
36311,Robert Bell,M,9th,Ford High School,90,60
36312,Toni Graham DDS,F,12th,Ford High School,93,80
36313,Jack Rivera,M,9th,Ford High School,70,89
36314,Kristen Perez,F,9th,Ford High School,76,91
36315,Jason Brown,M,12th,Ford High School,99,62
36316,Melvin Garcia,M,10th,Ford High School,79,77
36317,Jonathan Quinn,M,12th,Ford High School,79,98
36318,Spencer Macdonald,M,12th,Ford High School,88,63
36319,Alan Martinez,M,11th,Ford High School,76,86
36320,Arthur Reyes,M,11th,Ford High School,68,74
36321,Tara Andrews,F,12th,Ford High School,78,70
36322,Gary Larson,M,11th,Ford High School,91,64
36323,Charles Jones,M,9th,Ford High School,84,89
36324,Natasha Cain,F,10th,Ford High School,88,57
36325,Joseph Patel MD,M,9th,Ford High School,79,65
